Scenario,QueueTime
Current,2430.155
Current,2417.5394
Current,2416.5589
Current,2389.9083
Current,1964.1738
Current,1915.4704
Current,1836.3442
Current,1813.1195
Current,1738.5528
Current,1735.4496
Current,1667.5843
Current,1412.0512
Current,1421.2597
Current,1350.7376
Current,1349.9766
Current,1242.8035
Current,1268.8286
Current,5154.8616
Current,5123.6069
Current,5020.9587
Current,4781.728
Current,4789.1944
Current,4728.0689
Current,4707.1415
Current,4666.8205
Current,4642.2601
Current,4595.434
Current,4517.9178
Current,4266.6214
Current,4251.2982
Current,4127.44
Current,4146.5581
Current,4148.2286
Current,3962.7459
Current,3794.5183
Current,3785.5556
Current,3636.3095
Current,4622.5812
Current,4522.0483
Current,4341.3078
Current,4346.3599
Current,4361.684
Current,4286.9984
Current,4097.675
Current,4049.9797
Current,4023.2411
Current,4053.3693
Current,4011.6912
Current,3957.0422
Current,3996.2943
Current,3949.7578
Current,3812.1587
Current,3824.039
Current,3454.3168
Current,3416.7415
Current,3418.8051
Current,3331.8612
Current,3330.0386
Current,4339.3082
Current,3875.8983
Current,3830.116
Current,3808.2576
Current,3759.6217
Current,3683.6621
Current,3705.7833
Current,3700.334
Current,3529.1704
Current,3489.8431
Current,3500.3848
Current,3404.1498
Current,3370.7757
Current,3345.2636
Current,3322.0037
Current,3187.3809
Current,3168.8929
Current,3158.1493
Current,3185.2373
Current,4091.1683
Current,4012.3681
Current,3859.5992
Current,3851.3563
Current,3843.1997
Current,3865.0818
Current,3748.6692
Current,3713.8238
Current,3718.6444
Current,3682.7307
Current,3517.4576
Current,3495.5959
Current,3371.9136
Current,3358.1236
Current,3387.7289
Current,3390.5125
Current,3357.9719
Current,3384.1551
Current,3169.9902
Current,3132.7148
Current,3947.1365
Current,3883.7793
Current,3725.2595
Current,3669.0489
Current,3669.3935
Current,3645.475
Current,3518.8339
Current,3468.0963
Current,3466.8431
Current,3503.1998
Current,3489.2982
Current,3445.3
Current,3348.6523
Current,3363.9951
Current,3143.6091
Current,3070.4453
Current,2952.3688
Current,2949.6003
Current,2784.286
Current,2751.9203
Current,2746.5526
Current,6676.6775
Current,6661.47
Current,6488.9621
Current,6360.5311
Current,6343.2843
Current,6334.4764
Current,6151.3193
Current,6149.7829
Current,6029.6035
Current,6012.2828
Current,5956.841
Current,5960.3823
Current,5873.1999
Current,5771.178
Current,5695.1463
Current,5646.1211
Current,5601.9342
Current,5585.9858
Current,5591.9046
Current,5539.4894
Current,6525.8462
Current,6514.1837
Current,6434.1127
Current,6401.8217
Current,6400.2503
Current,6217.0196
Current,6188.5311
Current,6138.5891
Current,6149.2368
Current,6135.0229
Current,6114.9309
Current,5833.9823
Current,5697.0885
Current,5614.5119
Current,5489.1034
Current,5313.6436
Current,5325.6262
Current,5209.3514
Current,5165.112
Current,5138.6167
Current,6160.6609
Current,5970.9138
Current,5985.6815
Current,5969.9803
Current,5907.0024
Current,5900.6064
Current,5481.1408
Current,5360.114
Current,5280.6473
Current,5271.2705
Current,5261.758
Current,5020.1948
Current,4968.766
Current,4986.1644
Current,5002.6113
Current,4892.1466
Current,4812.2614
Current,4739.4414
Current,4686.7251
Current,4697.2163
Current,5744.6509
Current,5750.2025
Current,5667.9439
Current,5644.7341
Current,5598.9118
Current,5541.4048
Current,5482.9049
Current,5396.7004
Current,5407.7992
Current,5423.3111
Current,5252.6771
Current,5225.8736
Current,5238.2551
Current,5060.8976
Current,5046.8207
Current,5050.1163
Current,4882.2438
Current,4700.1657
Current,4650.3548
Current,4551.2966
Current,4498.6748
Current,5531.4429
Current,5523.6597
Current,5440.9405
Current,5470.7707
Current,5371.8373
Current,5143.628
Current,5120.3227
Current,5115.2792
Current,5012.6589
Current,4895.1647
